epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,100.0,8365.0,1846.0,858.0,0.051387461459403906,0.10438413361169102,0.06887052341597796,0.7579013340496016,2.3022096157073975,0.0777
1,894.0,4214.0,399.0,64.0,0.691415313225058,0.9331941544885177,0.7943136383829409,0.916891042900736,1.889721941947937,0.5722
2,902.0,1650.0,92.0,56.0,0.9074446680080482,0.941544885177453,0.9241803278688523,0.9451851851851852,1.6398285508155823,0.8294
3,910.0,1562.0,79.0,48.0,0.9201213346814965,0.9498956158663883,0.9347714432460195,0.951135051943055,1.6257744550704956,0.839
4,922.0,1412.0,62.0,36.0,0.9369918699186992,0.9624217118997912,0.9495365602471679,0.959703947368421,1.608391559123993,0.8552
5,926.0,1365.0,55.0,32.0,0.9439347604485219,0.9665970772442589,0.9551315110881898,0.9634146341463414,1.603296446800232,0.8603
6,937.0,1291.0,49.0,21.0,0.9503042596348884,0.9780793319415448,0.963991769547325,0.9695387293298521,1.5944089889526367,0.8688
7,938.0,1264.0,46.0,20.0,0.9532520325203252,0.9791231732776617,0.9660144181256436,0.9708994708994709,1.5914408326148988,0.8716
8,936.0,1242.0,39.0,22.0,0.96,0.9770354906054279,0.9684428349715467,0.9727556945064761,1.589400327205658,0.8736
9,933.0,1217.0,31.0,25.0,0.9678423236514523,0.9739039665970772,0.9708636836628513,0.9746146872166818,1.5864851832389832,0.8758
10,925.0,1230.0,23.0,33.0,0.9757383966244726,0.965553235908142,0.9706190975865687,0.9746720940750792,1.5882307410240173,0.8737
11,935.0,1220.0,34.0,23.0,0.9649122807017544,0.975991649269311,0.9704203425012973,0.9742314647377939,1.5865526914596557,0.8757
12,932.0,1193.0,30.0,26.0,0.9688149688149689,0.9728601252609603,0.9708333333333333,0.9743237047226043,1.584054172039032,0.8781
13,937.0,1191.0,33.0,21.0,0.965979381443299,0.9780793319415448,0.9719917012448133,0.9752520623281393,1.5833503007888794,0.8788
14,939.0,1169.0,37.0,19.0,0.9620901639344263,0.9801670146137788,0.9710444674250258,0.9741219963031423,1.581342339515686,0.8812
15,937.0,1201.0,32.0,21.0,0.9669762641898865,0.9780793319415448,0.9724961079398028,0.9758101323596531,1.584158992767334,0.8778
16,944.0,1145.0,34.0,14.0,0.9652351738241309,0.9853862212943633,0.9752066115702479,0.9775386055217595,1.5787841796875,0.8841
17,936.0,1157.0,23.0,22.0,0.9760166840458812,0.9770354906054279,0.9765258215962441,0.9789522918615529,1.5792035102844237,0.8821
18,939.0,1144.0,24.0,19.0,0.9750778816199377,0.9801670146137788,0.9776158250910983,0.9797742238946379,1.578400444984436,0.8837
19,942.0,1150.0,30.0,16.0,0.9691358024691358,0.9832985386221295,0.9761658031088083,0.9784845650140318,1.5789449572563172,0.8834
20,936.0,1173.0,19.0,22.0,0.9801047120418848,0.9770354906054279,0.9785676947203346,0.9809302325581395,1.5813805699348449,0.8805
