epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,74.0,7670.0,482.0,935.0,0.13309352517985612,0.07333994053518335,0.09456869009584665,0.8453225630389696,2.302255725860596,0.1395
1,890.0,1664.0,242.0,119.0,0.7862190812720848,0.8820614469772051,0.8313872022419431,0.8761578044596913,1.6606111407279969,0.8217
2,913.0,1469.0,149.0,96.0,0.85969868173258,0.9048562933597621,0.8816996619990343,0.9067377236391321,1.6243985533714294,0.8435
3,923.0,1375.0,115.0,86.0,0.8892100192678227,0.9147670961347869,0.9018075232046898,0.9195678271308524,1.6132050156593323,0.8539
4,932.0,1344.0,110.0,77.0,0.8944337811900192,0.9236868186323092,0.908824963432472,0.9240763296792529,1.6082342267036438,0.8579
5,933.0,1324.0,97.0,76.0,0.9058252427184466,0.9246778989098117,0.9151544874938695,0.9288065843621399,1.6045885682106018,0.86
6,932.0,721.0,86.0,77.0,0.9155206286836935,0.9236868186323092,0.919585594474593,0.9102422907488987,1.547960114479065,0.9202
7,940.0,616.0,80.0,69.0,0.9215686274509803,0.931615460852329,0.9265648102513554,0.9126099706744868,1.5348443031311034,0.9315
8,933.0,547.0,64.0,76.0,0.9358074222668004,0.9246778989098117,0.9302093718843469,0.9135802469135802,1.5282827377319337,0.9377
9,933.0,487.0,55.0,76.0,0.944331983805668,0.9246778989098117,0.9344016024036054,0.915538362346873,1.5215716242790223,0.9437
10,934.0,427.0,47.0,75.0,0.9520897043832823,0.9256689791873142,0.9386934673366834,0.9177343223196224,1.5162480831146241,0.9498
11,937.0,402.0,44.0,72.0,0.9551478083588175,0.9286422200198216,0.9417085427135679,0.920274914089347,1.5135989427566527,0.9526
12,940.0,382.0,45.0,69.0,0.9543147208121827,0.931615460852329,0.9428284854563691,0.9206128133704735,1.5111607670783997,0.9549
13,940.0,375.0,46.0,69.0,0.9533468559837728,0.931615460852329,0.9423558897243108,0.9195804195804196,1.5093366742134093,0.9556
14,941.0,364.0,40.0,68.0,0.9592252803261978,0.9326065411298315,0.9457286432160805,0.9235668789808917,1.507423996925354,0.9568
15,942.0,338.0,41.0,67.0,0.9582909460834181,0.933597621407334,0.9457831325301205,0.9221902017291066,1.5049533247947693,0.9595
16,947.0,331.0,45.0,62.0,0.9546370967741935,0.9385530227948464,0.9465267366316842,0.9227436823104693,1.5027132868766784,0.9607
17,951.0,311.0,46.0,58.0,0.9538615847542627,0.9425173439048563,0.9481555333998005,0.9238653001464129,1.5007978439331056,0.9631
18,953.0,296.0,47.0,56.0,0.953,0.9444995044598612,0.9487307117969138,0.9238165680473372,1.499471867084503,0.9648
19,957.0,295.0,52.0,52.0,0.9484638255698712,0.9484638255698712,0.9484638255698712,0.9233038348082596,1.4985414028167725,0.9653
20,960.0,300.0,53.0,49.0,0.947680157946693,0.9514370664023786,0.9495548961424333,0.9251101321585903,1.4982447266578673,0.9651
