epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,820.0,8290.0,3751.0,315.0,0.1793918179829359,0.7224669603524229,0.2874167542937259,0.6914086217364905,2.302255725860596,0.1395
1,1110.0,1758.0,69.0,25.0,0.9414758269720102,0.9779735682819384,0.9593777009507347,0.9682646860229575,1.6606111407279969,0.8217
2,1107.0,1537.0,45.0,28.0,0.9609375,0.9753303964757709,0.9680804547442063,0.9731321310268679,1.6243985533714294,0.8435
3,1110.0,1436.0,38.0,25.0,0.9668989547038328,0.9779735682819384,0.9724047306176085,0.97585281717133,1.6132050156593323,0.8539
4,1110.0,1396.0,35.0,25.0,0.9694323144104804,0.9779735682819384,0.9736842105263158,0.9766173031956352,1.6082342267036438,0.8579
5,1110.0,1375.0,34.0,25.0,0.9702797202797203,0.9779735682819384,0.9741114523913997,0.976808176100629,1.6045885682106018,0.86
6,1107.0,770.0,28.0,28.0,0.9753303964757709,0.9753303964757709,0.9753303964757709,0.9710294878427315,1.547960114479065,0.9202
7,1109.0,659.0,24.0,26.0,0.9788172992056487,0.9770925110132158,0.9779541446208112,0.9724972497249725,1.5348443031311034,0.9315
8,1111.0,599.0,25.0,24.0,0.9779929577464789,0.9788546255506608,0.9784236019374726,0.9721432632177374,1.5282827377319337,0.9377
9,1114.0,542.0,25.0,21.0,0.9780509218612818,0.9814977973568282,0.9797713280562884,0.972972972972973,1.5215716242790223,0.9437
10,1118.0,485.0,27.0,17.0,0.9764192139737992,0.9850220264317181,0.980701754385965,0.9732847601700061,1.5162480831146241,0.9498
11,1121.0,460.0,26.0,14.0,0.977332170880558,0.9876651982378855,0.9824715162138475,0.9753238741517581,1.5135989427566527,0.9526
12,1122.0,438.0,26.0,13.0,0.9773519163763066,0.9885462555066079,0.9829172141918529,0.975609756097561,1.5111607670783997,0.9549
13,1123.0,432.0,28.0,12.0,0.9756733275412685,0.9894273127753304,0.9825021872265967,0.9749216300940439,1.5093366742134093,0.9556
14,1122.0,419.0,28.0,13.0,0.9756521739130435,0.9885462555066079,0.9820568927789933,0.9740834386852086,1.507423996925354,0.9568
15,1123.0,393.0,26.0,12.0,0.9773716275021758,0.9894273127753304,0.9833625218914185,0.9755469755469756,1.5049533247947693,0.9595
16,1123.0,381.0,30.0,12.0,0.97398091934085,0.9894273127753304,0.9816433566433566,0.9728331177231565,1.5027132868766784,0.9607
17,1124.0,358.0,28.0,11.0,0.9756944444444444,0.9903083700440528,0.9829470922606034,0.9743589743589743,1.5007978439331056,0.9631
18,1125.0,342.0,27.0,10.0,0.9765625,0.9911894273127754,0.9838216003498033,0.9753989361702128,1.499471867084503,0.9648
19,1125.0,337.0,26.0,10.0,0.9774109470026064,0.9911894273127754,0.9842519685039371,0.9759679572763685,1.4985414028167725,0.9653
20,1125.0,339.0,25.0,10.0,0.9782608695652174,0.9911894273127754,0.9846827133479213,0.9766511007338226,1.4982447266578673,0.9651
