epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,19.0,7644.0,128.0,961.0,0.1292517006802721,0.019387755102040816,0.03371783496007098,0.8755712979890311,2.302255725860596,0.1395
1,958.0,1761.0,115.0,22.0,0.8928238583410997,0.9775510204081632,0.9332683877252801,0.9520308123249299,1.6606111407279969,0.8217
2,957.0,1542.0,118.0,23.0,0.8902325581395348,0.976530612244898,0.9313868613138686,0.946590909090909,1.6243985533714294,0.8435
3,963.0,1444.0,127.0,17.0,0.8834862385321101,0.9826530612244898,0.9304347826086956,0.9435515484123873,1.6132050156593323,0.8539
4,965.0,1406.0,136.0,15.0,0.8764759309718437,0.9846938775510204,0.9274387313791447,0.9401268834258525,1.6082342267036438,0.8579
5,968.0,1388.0,144.0,12.0,0.8705035971223022,0.9877551020408163,0.9254302103250478,0.9378980891719745,1.6045885682106018,0.86
6,959.0,777.0,50.0,21.0,0.9504459861248761,0.9785714285714285,0.9643036701860231,0.9607083563918096,1.547960114479065,0.9202
7,961.0,666.0,48.0,19.0,0.9524281466798811,0.9806122448979592,0.9663147310206134,0.9604486422668241,1.5348443031311034,0.9315
8,962.0,605.0,47.0,18.0,0.9534192269573836,0.9816326530612245,0.9673202614379085,0.960171568627451,1.5282827377319337,0.9377
9,965.0,548.0,48.0,15.0,0.9526159921026653,0.9846938775510204,0.9683893627696939,0.9600253807106599,1.5215716242790223,0.9437
10,966.0,488.0,45.0,14.0,0.9554896142433235,0.9857142857142858,0.970366649924661,0.9610046265697291,1.5162480831146241,0.9498
11,967.0,461.0,45.0,13.0,0.9555335968379447,0.986734693877551,0.9708835341365463,0.9609690444145357,1.5135989427566527,0.9526
12,967.0,438.0,47.0,13.0,0.9536489151873767,0.986734693877551,0.9699097291875627,0.9590443686006825,1.5111607670783997,0.9549
13,968.0,432.0,46.0,12.0,0.9546351084812623,0.9877551020408163,0.970912738214644,0.9602194787379973,1.5093366742134093,0.9556
14,968.0,420.0,47.0,12.0,0.9536945812807882,0.9877551020408163,0.9704260651629072,0.95922598479613,1.507423996925354,0.9568
15,968.0,393.0,44.0,12.0,0.9565217391304348,0.9877551020408163,0.9718875502008031,0.9604798870853917,1.5049533247947693,0.9595
16,968.0,381.0,43.0,12.0,0.9574678536102869,0.9877551020408163,0.9723756906077348,0.9608262108262108,1.5027132868766784,0.9607
17,966.0,355.0,35.0,14.0,0.965034965034965,0.9857142857142858,0.9752650176678446,0.9642335766423358,1.5007978439331056,0.9631
18,966.0,338.0,35.0,14.0,0.965034965034965,0.9857142857142858,0.9752650176678446,0.9637841832963784,1.499471867084503,0.9648
19,967.0,334.0,31.0,13.0,0.968937875751503,0.986734693877551,0.9777553083923155,0.9672862453531599,1.4985414028167725,0.9653
20,967.0,336.0,32.0,13.0,0.9679679679679679,0.986734693877551,0.9772612430520464,0.9666172106824926,1.4982447266578673,0.9651
