epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,37.0,7855.0,900.0,1098.0,0.03948772678762007,0.03259911894273128,0.03571428571428571,0.7979777553083923,2.302873229980469,0.1047
1,1122.0,2560.0,156.0,13.0,0.8779342723004695,0.9885462555066079,0.9299627020306672,0.9561152947286419,1.7334686160087585,0.7427
2,1109.0,990.0,45.0,26.0,0.9610051993067591,0.9770925110132158,0.9689820882481434,0.9672811059907834,1.5753292560577392,0.8984
3,1107.0,851.0,31.0,28.0,0.9727592267135325,0.9753303964757709,0.9740431148262209,0.9707486365889936,1.5566195249557495,0.9121
4,1109.0,745.0,28.0,26.0,0.9753737906772207,0.9770925110132158,0.9762323943661972,0.9716981132075472,1.5452124238014222,0.9229
5,1109.0,700.0,28.0,26.0,0.9753737906772207,0.9770925110132158,0.9762323943661972,0.9710144927536232,1.5380414605140686,0.9274
6,1109.0,634.0,25.0,26.0,0.9779541446208113,0.9770925110132158,0.9775231379462318,0.9715719063545151,1.5308356761932373,0.934
7,1111.0,563.0,26.0,24.0,0.9771328056288479,0.9788546255506608,0.9779929577464789,0.9709976798143851,1.5238525509834289,0.9413
8,1113.0,522.0,25.0,22.0,0.9780316344463972,0.9806167400881057,0.9793224813022438,0.9720570749108205,1.5189058303833007,0.9456
9,1116.0,491.0,25.0,19.0,0.9780893952673094,0.9832599118942731,0.9806678383128294,0.9733494851605088,1.515614914894104,0.949
10,1119.0,466.0,27.0,16.0,0.9764397905759162,0.9859030837004406,0.9811486190267427,0.9735872235872236,1.5127373814582825,0.9518
11,1119.0,437.0,27.0,16.0,0.9764397905759162,0.9859030837004406,0.9811486190267427,0.9731081926203877,1.5097552299499513,0.9547
12,1120.0,407.0,24.0,15.0,0.9790209790209791,0.986784140969163,0.9828872312417728,0.975095785440613,1.5071222186088562,0.9578
13,1120.0,386.0,25.0,15.0,0.9781659388646288,0.986784140969163,0.9824561403508771,0.9741267787839586,1.505010688304901,0.9599
14,1121.0,377.0,24.0,14.0,0.9790393013100437,0.9876651982378855,0.9833333333333333,0.9752604166666666,1.5037551283836366,0.9609
15,1121.0,368.0,26.0,14.0,0.977332170880558,0.9876651982378855,0.9824715162138475,0.973839110529758,1.502679717540741,0.9618
16,1121.0,349.0,26.0,14.0,0.977332170880558,0.9876651982378855,0.9824715162138475,0.9735099337748344,1.5010524272918702,0.9637
17,1121.0,334.0,25.0,14.0,0.9781849912739965,0.9876651982378855,0.9829022358614643,0.9738955823293173,1.4992037415504456,0.9652
18,1121.0,318.0,22.0,14.0,0.9807524059492564,0.9876651982378855,0.984196663740123,0.9755932203389831,1.497321116924286,0.9668
19,1121.0,303.0,21.0,14.0,0.9816112084063048,0.9876651982378855,0.984628897672376,0.976010966415353,1.4956064462661742,0.9683
20,1120.0,297.0,19.0,15.0,0.9833187006145742,0.986784140969163,0.9850483729111698,0.9765678842177808,1.4945645809173584,0.9688
