epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,1.0,7922.0,16.0,1031.0,0.058823529411764705,0.0009689922480620155,0.0019065776930409914,0.8832775919732442,2.302873229980469,0.1047
1,836.0,2377.0,151.0,196.0,0.8470111448834853,0.810077519379845,0.8281327389796929,0.9025280898876404,1.7334686160087585,0.7427
2,858.0,842.0,47.0,174.0,0.9480662983425414,0.8313953488372093,0.8859060402684564,0.8849557522123894,1.5753292560577392,0.8984
3,895.0,742.0,54.0,137.0,0.9430979978925185,0.8672480620155039,0.9035840484603735,0.8955142231947484,1.5566195249557495,0.9121
4,916.0,655.0,50.0,116.0,0.94824016563147,0.8875968992248062,0.916916916916917,0.9044329303396661,1.5452124238014222,0.9229
5,924.0,618.0,51.0,108.0,0.9476923076923077,0.8953488372093024,0.9207772795216741,0.9065255731922398,1.5380414605140686,0.9274
6,935.0,563.0,52.0,97.0,0.9473150962512664,0.9060077519379846,0.9262010896483408,0.9095324833029751,1.5308356761932373,0.934
7,947.0,502.0,52.0,85.0,0.9479479479479479,0.9176356589147286,0.932545544066962,0.9136191677175284,1.5238525509834289,0.9413
8,953.0,465.0,49.0,79.0,0.9510978043912176,0.9234496124031008,0.9370698131760078,0.9172056921086675,1.5189058303833007,0.9456
9,962.0,440.0,48.0,70.0,0.9524752475247524,0.9321705426356589,0.9422135161606269,0.9223684210526316,1.515614914894104,0.949
10,968.0,418.0,43.0,64.0,0.9574678536102869,0.937984496124031,0.9476260401370533,0.9283322170127261,1.5127373814582825,0.9518
11,971.0,392.0,40.0,61.0,0.960435212660732,0.9408914728682171,0.9505628976994616,0.9310109289617486,1.5097552299499513,0.9547
12,977.0,367.0,40.0,55.0,0.960668633235005,0.9467054263565892,0.9536359199609565,0.9339819318971508,1.5071222186088562,0.9578
13,978.0,347.0,37.0,54.0,0.9635467980295567,0.9476744186046512,0.9555446995603323,0.9357344632768362,1.505010688304901,0.9599
14,978.0,337.0,33.0,54.0,0.9673590504451038,0.9476744186046512,0.9574155653450809,0.9379457917261056,1.5037551283836366,0.9609
15,976.0,326.0,30.0,56.0,0.9701789264413518,0.9457364341085271,0.957801766437684,0.9380403458213257,1.502679717540741,0.9618
16,978.0,309.0,27.0,54.0,0.9731343283582089,0.9476744186046512,0.9602356406480118,0.9407894736842105,1.5010524272918702,0.9637
17,984.0,300.0,27.0,48.0,0.973293768545994,0.9534883720930233,0.9632892804698973,0.9448123620309051,1.4992037415504456,0.9652
18,989.0,289.0,27.0,43.0,0.9734251968503937,0.9583333333333334,0.9658203125000001,0.9480712166172107,1.497321116924286,0.9668
19,994.0,279.0,26.0,38.0,0.9745098039215686,0.9631782945736435,0.9688109161793372,0.9521316379955124,1.4956064462661742,0.9683
20,995.0,275.0,26.0,37.0,0.9745347698334965,0.9641472868217055,0.9693132001948368,0.9527381845461366,1.4945645809173584,0.9688
