epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,0.0,8177.0,24.0,1028.0,,,,0.8860114855347275,2.3027910470962523,0.0795
1,904.0,2553.0,130.0,124.0,0.874274661508704,0.8793774319066148,0.8768186226964112,0.9315548369711668,1.7523327589035034,0.7323
2,910.0,918.0,56.0,118.0,0.9420289855072463,0.8852140077821011,0.9127382146439317,0.913086913086913,1.5799344778060913,0.8964
3,962.0,790.0,92.0,66.0,0.9127134724857685,0.9357976653696498,0.9241114313160422,0.9172774869109948,1.553576123714447,0.9144
4,946.0,638.0,38.0,82.0,0.9613821138211383,0.9202334630350194,0.9403578528827038,0.9295774647887324,1.5409861087799073,0.928
5,958.0,626.0,52.0,70.0,0.9485148514851485,0.9319066147859922,0.9401373895976448,0.9284876905041032,1.5357990026474,0.9304
6,967.0,537.0,52.0,61.0,0.9489695780176644,0.9406614785992218,0.9447972642892036,0.930117501546073,1.527139127254486,0.9402
7,968.0,514.0,51.0,60.0,0.9499509322865555,0.9416342412451362,0.9457743038593063,0.9303201506591338,1.5226776003837585,0.9426
8,963.0,469.0,39.0,65.0,0.9610778443113772,0.9367704280155642,0.9487684729064039,0.9322916666666666,1.5180044531822205,0.9466
9,983.0,445.0,56.0,45.0,0.9461020211742059,0.9562256809338522,0.9511369134010644,0.933943754087639,1.513584053516388,0.951
10,987.0,412.0,59.0,41.0,0.9435946462715105,0.9601167315175098,0.9517839922854388,0.933288859239493,1.5093934893608094,0.9547
11,960.0,381.0,30.0,68.0,0.9696969696969697,0.933852140077821,0.9514370664023786,0.9318971507991661,1.509242796897888,0.9551
12,984.0,380.0,43.0,44.0,0.9581304771178188,0.9571984435797666,0.9576642335766423,0.9400413507925569,1.506362998485565,0.9576
13,984.0,340.0,33.0,44.0,0.967551622418879,0.9571984435797666,0.9623471882640586,0.9450392576730906,1.5032819151878356,0.9616
14,983.0,321.0,34.0,45.0,0.9665683382497542,0.9562256809338522,0.9613691931540342,0.9428778018799711,1.499904453754425,0.9634
15,985.0,313.0,34.0,43.0,0.9666339548577036,0.958171206225681,0.9623839765510505,0.944,1.4988312005996705,0.9644
16,989.0,300.0,46.0,39.0,0.9555555555555556,0.9620622568093385,0.9587978671837131,0.9381368267831149,1.4984957098960876,0.9661
17,986.0,285.0,31.0,42.0,0.9695181907571289,0.9591439688715954,0.9643031784841077,0.9456845238095238,1.4954294562339783,0.9673
18,991.0,281.0,39.0,37.0,0.962135922330097,0.9640077821011673,0.9630709426627794,0.9436201780415431,1.4949475407600403,0.9682
19,997.0,278.0,41.0,31.0,0.9605009633911368,0.9698443579766537,0.9651500484027106,0.9465478841870824,1.493462908267975,0.9691
20,983.0,257.0,22.0,45.0,0.9781094527363184,0.9562256809338522,0.9670437776684703,0.9487375669472073,1.4933165907859802,0.9698
