epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,0.0,7516.0,1.0,1010.0,,,,0.8814354403658966,2.3019803524017335,0.1474
1,398.0,1884.0,22.0,612.0,0.9476190476190476,0.3940594059405941,0.5566433566433566,0.7825788751714677,1.7100303053855896,0.7504
2,716.0,1968.0,144.0,294.0,0.8325581395348837,0.7089108910891089,0.7657754010695188,0.8597053171044202,1.6866251826286316,0.7738
3,780.0,2931.0,359.0,230.0,0.684811237928007,0.7722772277227723,0.7259190321079572,0.8630232558139534,1.7769877195358277,0.6839
4,493.0,2139.0,96.0,517.0,0.8370118845500849,0.4881188118811881,0.616635397123202,0.8110939907550077,1.7263894081115723,0.7344
5,525.0,2855.0,54.0,485.0,0.9067357512953368,0.5198019801980198,0.6607929515418501,0.86246491451901,1.7951493859291077,0.666
6,549.0,2553.0,47.0,461.0,0.9211409395973155,0.5435643564356436,0.683686176836862,0.8592797783933518,1.7624924302101135,0.6986
7,373.0,3015.0,13.0,637.0,0.966321243523316,0.3693069306930693,0.5343839541547278,0.8390292223873205,1.826297640800476,0.6348
8,551.0,2980.0,40.0,459.0,0.9323181049069373,0.5455445544554456,0.688319800124922,0.8761786600496277,1.8049437761306764,0.6561
9,743.0,2471.0,165.0,267.0,0.8182819383259912,0.7356435643564356,0.7747653806047966,0.8815139879319802,1.734932792186737,0.7262
10,861.0,2982.0,737.0,149.0,0.5387984981226533,0.8524752475247525,0.6602760736196319,0.8126453795728484,1.774295949935913,0.6869
11,423.0,2918.0,25.0,587.0,0.9441964285714286,0.4188118811881188,0.5802469135802469,0.845180875284594,1.8116377115249633,0.6495
12,351.0,2685.0,8.0,659.0,0.9777158774373259,0.3475247524752475,0.5127830533235939,0.8198757763975155,1.7955233335494996,0.6656
13,842.0,3812.0,411.0,168.0,0.6719872306464485,0.8336633663366336,0.7441449403446752,0.8893560099369386,1.859216821193695,0.602
14,364.0,3042.0,37.0,646.0,0.9077306733167082,0.3603960396039604,0.515946137491141,0.8329664954756664,1.8299262285232545,0.6312
15,807.0,3654.0,314.0,203.0,0.719892952720785,0.799009900990099,0.7573908962928204,0.8961430293290478,1.8468256950378419,0.6143
16,540.0,3732.0,171.0,470.0,0.759493670886076,0.5346534653465347,0.6275421266705404,0.8695298188479544,1.881330132484436,0.5798
17,848.0,3448.0,442.0,162.0,0.6573643410852713,0.8396039603960396,0.7373913043478261,0.876734693877551,1.8221954464912415,0.639
18,899.0,3649.0,984.0,111.0,0.4774296335634626,0.8900990099009901,0.6215001728309713,0.8059542796384902,1.8371796369552613,0.624
19,563.0,3386.0,86.0,447.0,0.8674884437596302,0.5574257425742575,0.6787221217600965,0.8810798750557787,1.8444077968597412,0.6167
20,944.0,3712.0,1399.0,66.0,0.40290226205719165,0.9346534653465347,0.5630778407396361,0.7606600228720797,1.8389852643013,0.6222
