epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,5.0,7557.0,195.0,969.0,0.025,0.00513347022587269,0.008517887563884156,0.8666055466422187,2.3019803524017335,0.1474
1,465.0,1987.0,58.0,509.0,0.8891013384321224,0.47741273100616016,0.6212424849699398,0.8121894667108314,1.7100303053855896,0.7504
2,694.0,1982.0,222.0,280.0,0.75764192139738,0.7125256673511293,0.7343915343915345,0.842039018250472,1.6866251826286316,0.7738
3,415.0,2602.0,64.0,559.0,0.8663883089770354,0.4260780287474333,0.5712319339298004,0.8288461538461539,1.7769877195358277,0.6839
4,830.0,2512.0,761.0,144.0,0.5216844751728472,0.8521560574948666,0.6471734892787523,0.7869084059336002,1.7263894081115723,0.7344
5,851.0,3217.0,1166.0,123.0,0.42191373326722853,0.8737166324435318,0.5690404546974256,0.7593802501400038,1.7951493859291077,0.666
6,703.0,2743.0,515.0,271.0,0.577175697865353,0.7217659137577002,0.6414233576642335,0.8142722117202268,1.7624924302101135,0.6986
7,621.0,3299.0,496.0,353.0,0.5559534467323187,0.6375770020533881,0.593974175035868,0.8219752568672678,1.826297640800476,0.6348
8,897.0,3362.0,1597.0,77.0,0.35966319165998395,0.9209445585215605,0.5173010380622838,0.7178493173773808,1.8049437761306764,0.6561
9,718.0,2482.0,259.0,256.0,0.7349027635619243,0.7371663244353183,0.7360328036904152,0.8613728129205922,1.734932792186737,0.7262
10,453.0,2610.0,153.0,521.0,0.7475247524752475,0.4650924024640657,0.5734177215189873,0.8196414236018197,1.774295949935913,0.6869
11,801.0,3332.0,769.0,173.0,0.5101910828025478,0.8223819301848049,0.6297169811320755,0.814384236453202,1.8116377115249633,0.6495
12,700.0,3070.0,426.0,274.0,0.6216696269982238,0.7186858316221766,0.6666666666666666,0.843400447427293,1.7955233335494996,0.6656
13,23.0,3029.0,1.0,951.0,0.9583333333333334,0.023613963039014373,0.04609218436873747,0.7622377622377622,1.859216821193695,0.602
14,12.0,2726.0,2.0,962.0,0.8571428571428571,0.012320328542094456,0.024291497975708506,0.7396002160994057,1.8299262285232545,0.6312
15,425.0,3308.0,317.0,549.0,0.5727762803234502,0.43634496919917864,0.4953379953379954,0.8116981952598391,1.8468256950378419,0.6143
16,3.0,3231.0,3.0,971.0,0.5,0.003080082135523614,0.006122448979591837,0.7685361216730038,1.881330132484436,0.5798
17,432.0,3068.0,230.0,542.0,0.6525679758308157,0.44353182751540043,0.5281173594132029,0.8192883895131086,1.8221954464912415,0.639
18,90.0,2876.0,19.0,884.0,0.8256880733944955,0.09240246406570841,0.16620498614958448,0.7666063582321013,1.8371796369552613,0.624
19,136.0,2995.0,41.0,838.0,0.768361581920904,0.13963039014373715,0.2363162467419635,0.7807980049875312,1.8444077968597412,0.6167
20,302.0,3106.0,135.0,672.0,0.6910755148741419,0.31006160164271046,0.42806520198440823,0.8085409252669039,1.8389852643013,0.6222
