epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,3.0,7686.0,60.0,1006.0,0.047619047619047616,0.002973240832507433,0.005597014925373135,0.8782410051399201,2.3022969722747804,0.1308
1,910.0,2077.0,402.0,99.0,0.6935975609756098,0.9018830525272548,0.7841447651874193,0.8563646788990825,1.677387034893036,0.7824
2,642.0,1821.0,90.0,367.0,0.8770491803278688,0.6362735381565907,0.7375071797817346,0.8434931506849315,1.6789013743400574,0.7812
3,866.0,1127.0,165.0,143.0,0.8399612027158099,0.8582755203171457,0.8490196078431372,0.8661451542807475,1.587458562850952,0.873
4,711.0,1084.0,56.0,298.0,0.9269882659713168,0.7046580773042617,0.8006756756756755,0.8352722196370405,1.5992927312850953,0.8618
5,900.0,1217.0,295.0,109.0,0.7531380753138075,0.8919722497522299,0.8166969147005444,0.8397461324871083,1.5929574489593505,0.8674
6,869.0,1141.0,197.0,140.0,0.8151969981238274,0.8612487611496531,0.8375903614457831,0.8564124414145718,1.5890753388404846,0.8719
7,861.0,1203.0,150.0,148.0,0.8516320474777448,0.8533201189296333,0.8524752475247525,0.8738357324301439,1.5958874106407166,0.8649
8,922.0,1250.0,338.0,87.0,0.7317460317460317,0.9137760158572844,0.8126928162185985,0.8363496341933,1.5946173429489137,0.8663
9,767.0,1270.0,69.0,242.0,0.9174641148325359,0.7601585728444004,0.8314363143631436,0.8675468483816013,1.611895501613617,0.8488
10,866.0,1442.0,213.0,143.0,0.8025949953660797,0.8582755203171457,0.8295019157088123,0.8663663663663663,1.6194698333740234,0.8415
11,600.0,1213.0,30.0,409.0,0.9523809523809523,0.5946481665014867,0.7321537522879805,0.8050621669626998,1.6232002139091493,0.8378
12,704.0,1211.0,105.0,305.0,0.8702101359703337,0.6977205153617443,0.7744774477447744,0.8236559139784946,1.6124974489212036,0.8484
13,860.0,1486.0,283.0,149.0,0.752405949256343,0.8523290386521308,0.7992565055762082,0.8444924406047516,1.6244839429855347,0.8365
14,914.0,1493.0,451.0,95.0,0.6695970695970695,0.9058473736372646,0.7700084245998315,0.8151032847951236,1.619852888584137,0.8412
15,677.0,1223.0,29.0,332.0,0.9589235127478754,0.6709613478691774,0.7895043731778425,0.8403361344537815,1.6164160132408143,0.8445
16,654.0,1033.0,15.0,355.0,0.9775784753363229,0.6481665014866204,0.7794994040524433,0.8201263976665046,1.5997720599174499,0.8612
17,947.0,1290.0,521.0,62.0,0.6450953678474114,0.9385530227948464,0.7646346386758175,0.7932624113475177,1.5962148904800415,0.8648
18,928.0,1401.0,488.0,81.0,0.655367231638418,0.9197224975222993,0.765360824742268,0.8036576949620428,1.6094232439994811,0.8518
19,270.0,1068.0,8.0,739.0,0.9712230215827338,0.267591674925669,0.4195804195804196,0.641726618705036,1.6416523933410645,0.8193
20,807.0,1377.0,151.0,202.0,0.8423799582463466,0.7998017839444995,0.820538891713269,0.8608592826172645,1.6190556764602662,0.8421
