epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,48.0,7708.0,438.0,984.0,0.09876543209876543,0.046511627906976744,0.06324110671936758,0.8450642841577686,2.3022969722747804,0.1308
1,719.0,1863.0,34.0,313.0,0.9548472775564409,0.6967054263565892,0.8056022408963586,0.8815295322635712,1.677387034893036,0.7824
2,827.0,1983.0,89.0,205.0,0.9028384279475983,0.8013565891472868,0.849075975359343,0.9052835051546392,1.6789013743400574,0.7812
3,859.0,1097.0,79.0,173.0,0.9157782515991472,0.8323643410852714,0.8720812182741117,0.8858695652173914,1.587458562850952,0.873
4,804.0,1154.0,37.0,228.0,0.9560047562425684,0.7790697674418605,0.8585157501334757,0.880791722896986,1.5992927312850953,0.8618
5,896.0,1190.0,113.0,136.0,0.88800792864222,0.8682170542635659,0.878000979911808,0.8933618843683083,1.5929574489593505,0.8674
6,760.0,1009.0,25.0,272.0,0.9681528662420382,0.7364341085271318,0.8365437534397359,0.856243949661181,1.5890753388404846,0.8719
7,857.0,1176.0,86.0,175.0,0.9088016967126193,0.8304263565891473,0.8678481012658228,0.8862249346120313,1.5958874106407166,0.8649
8,944.0,1249.0,211.0,88.0,0.8173160173160173,0.9147286821705426,0.8632830361225423,0.880016051364366,1.5946173429489137,0.8663
9,948.0,1428.0,395.0,84.0,0.7058823529411765,0.9186046511627907,0.7983157894736842,0.8322241681260946,1.611895501613617,0.8488
10,974.0,1527.0,569.0,58.0,0.6312378483473753,0.9437984496124031,0.7565048543689321,0.7995524296675192,1.6194698333740234,0.8415
11,971.0,1561.0,572.0,61.0,0.6292935839274141,0.9408914728682171,0.7541747572815534,0.8,1.6232002139091493,0.8378
12,936.0,1420.0,291.0,96.0,0.7628361858190709,0.9069767441860465,0.8286852589641434,0.8589135982500912,1.6124974489212036,0.8484
13,841.0,1444.0,115.0,191.0,0.8797071129707112,0.814922480620155,0.8460764587525151,0.8818988807410266,1.6244839429855347,0.8365
14,863.0,1419.0,114.0,169.0,0.8833162743091095,0.8362403100775194,0.8591338974614237,0.8896686159844055,1.619852888584137,0.8412
15,651.0,1174.0,9.0,381.0,0.9863636363636363,0.6308139534883721,0.7695035460992908,0.8239277652370203,1.6164160132408143,0.8445
16,906.0,1262.0,169.0,126.0,0.8427906976744186,0.877906976744186,0.8599905078310395,0.88022736500203,1.5997720599174499,0.8612
17,879.0,1199.0,75.0,153.0,0.9213836477987422,0.8517441860465116,0.8851963746223563,0.9011274934952298,1.5962148904800415,0.8648
18,839.0,1289.0,68.0,193.0,0.9250275633958104,0.812984496124031,0.8653945332645694,0.8907492674759313,1.6094232439994811,0.8518
19,775.0,1550.0,48.0,257.0,0.9416767922235723,0.750968992248062,0.8355795148247979,0.8840304182509505,1.6416523933410645,0.8193
20,690.0,1237.0,31.0,342.0,0.957004160887656,0.6686046511627907,0.7872219053051911,0.8378260869565217,1.6190556764602662,0.8421
