epoch,TP,TN,FP,FN,precision,recall,f1_score,accuracy,average_loss,overall_accuracy
0,15.0,7725.0,365.0,967.0,0.039473684210526314,0.015274949083503055,0.02202643171806167,0.8531746031746031,2.3022969722747804,0.1308
1,808.0,2002.0,140.0,174.0,0.8523206751054853,0.8228105906313645,0.8373056994818653,0.8994878361075545,1.677387034893036,0.7824
2,969.0,2175.0,640.0,13.0,0.6022374145431946,0.9867617107942973,0.7479737553068314,0.8280221227284699,1.6789013743400574,0.7812
3,784.0,1072.0,65.0,198.0,0.9234393404004712,0.7983706720977597,0.8563626433642818,0.8758848513449741,1.587458562850952,0.873
4,908.0,1308.0,174.0,74.0,0.8391866913123844,0.924643584521385,0.8798449612403101,0.8993506493506493,1.5992927312850953,0.8618
5,853.0,1197.0,132.0,129.0,0.8659898477157361,0.8686354378818737,0.8673106253177427,0.8870618779749027,1.5929574489593505,0.8674
6,830.0,1129.0,106.0,152.0,0.8867521367521367,0.845213849287169,0.8654848800834203,0.8836265223274695,1.5890753388404846,0.8719
7,827.0,1196.0,109.0,155.0,0.8835470085470085,0.8421588594704684,0.8623566214807089,0.884564932225623,1.5958874106407166,0.8649
8,772.0,1127.0,74.0,210.0,0.9125295508274232,0.7861507128309573,0.8446389496717724,0.869903802107192,1.5946173429489137,0.8663
9,909.0,1439.0,200.0,73.0,0.8196573489630298,0.9256619144602851,0.8694404591104733,0.8958412819534529,1.611895501613617,0.8488
10,793.0,1396.0,66.0,189.0,0.9231664726426076,0.8075356415478615,0.8614883215643672,0.8956628477905073,1.6194698333740234,0.8415
11,924.0,1564.0,345.0,58.0,0.7281323877068558,0.9409368635437881,0.8209684584629053,0.8606018678657904,1.6232002139091493,0.8378
12,884.0,1418.0,219.0,98.0,0.8014505893019039,0.90020366598778,0.8479616306954436,0.8789614356624665,1.6124974489212036,0.8484
13,671.0,1324.0,19.0,311.0,0.972463768115942,0.6832993890020367,0.8026315789473685,0.8580645161290322,1.6244839429855347,0.8365
14,691.0,1297.0,59.0,291.0,0.9213333333333333,0.7036659877800407,0.7979214780600462,0.8502994011976048,1.619852888584137,0.8412
15,905.0,1478.0,241.0,77.0,0.7897033158813264,0.9215885947046843,0.8505639097744361,0.8822658274713069,1.6164160132408143,0.8445
16,921.0,1327.0,260.0,61.0,0.7798475867908552,0.9378818737270875,0.8515950069348127,0.8750486570650058,1.5997720599174499,0.8612
17,686.0,1056.0,71.0,296.0,0.9062087186261559,0.6985743380855397,0.7889591719378953,0.8259838786154575,1.5962148904800415,0.8648
18,697.0,1197.0,48.0,285.0,0.9355704697986578,0.709775967413442,0.8071800810654313,0.8504714863044455,1.6094232439994811,0.8518
19,945.0,1770.0,722.0,37.0,0.5668866226754649,0.9623217922606925,0.7134767836919592,0.7815198618307426,1.6416523933410645,0.8193
20,786.0,1383.0,64.0,196.0,0.9247058823529412,0.8004073319755601,0.8580786026200873,0.8929600658707287,1.6190556764602662,0.8421
